"fia","year","PLOT","ensemble"
0,2013,3009,0.943634903700471
0,2013,3032,4.4325621954123
0,2013,3034,8.70597765852561
0.884869200334035,2013,3053,13.5636902509852
61.9057848074549,2013,3055,127.166157585471
0,2013,3056,5.33331096895467
263.603322159091,2013,3064,162.374206969843
0,2013,3068,33.0545858246599
0,2013,3073,49.4185247779428
144.924057764205,2013,3087,172.869252189531
231.310966851091,2013,3090,131.775157227605
56.4071569899058,2013,3142,85.7122699348803
190.514250652099,2013,3168,193.367857355042
14.4907481993827,2013,3189,17.4948537920508
61.4280533295997,2013,3203,140.400008923221
0,2013,3215,5.80501816066286
0,2013,3223,9.55127305526533
202.929953981697,2013,3234,129.093075916031
151.163185699176,2013,3248,151.268867719586
92.7397749651827,2013,3266,163.376711244664
77.2119548956771,2013,3270,109.959634885753
0,2013,3312,3.96858283302032
0,2013,3369,0.380558654572994
169.194240268174,2013,3380,173.693974261082
217.584293816134,2013,3398,198.340685287828
111.2577659525,2013,3429,101.572097537565
121.186208262021,2013,3448,68.1916950384847
0,2013,3487,17.7027323811091
0,2013,3509,15.6235848003793
0.491169965943046,2013,3529,13.8673220989537
173.497306961046,2013,3548,109.584092151825
0,2013,3557,15.7918545377469
0,2013,3561,1.59953652248256
75.5212519359576,2013,3565,103.941137936635
46.3137488047404,2013,3568,107.940568172096
0,2013,3578,33.6132613476464
0,2013,3588,54.7704286640297
199.134992780843,2013,3597,144.564883536127
119.273430047882,2013,3644,167.840253092914
143.395993607008,2013,3657,145.635025928704
0,2013,3664,5.29816844302024
98.0111624229434,2013,3673,113.677553468172
59.6702613017001,2013,3681,73.4916289147374
38.6474550388877,2013,3683,87.0113722184752
100.609452844295,2013,3694,135.852154186617
117.266338020151,2013,3705,33.8998301281707
180.290852333696,2013,3731,109.368866490187
78.6629091285089,2013,3745,139.439302950681
0,2013,3769,0.263188246143215
198.771937508921,2013,3774,131.269071729278
310.00488985624,2013,3783,154.544979381
116.369173645776,2013,3837,166.477260241057
0,2013,3863,4.25501897202676
104.382185677296,2013,3877,68.672008447603
145.525300595701,2013,3885,158.422789351094
0,2013,3890,1.26391946973943
0,2013,3906,11.1911498332332
119.378113559404,2013,3924,181.760543245215
74.7605509297508,2013,3926,95.767006155284
0,2013,3932,5.67710004434924
103.796770794612,2013,3938,137.90808957329
3.88674048180124,2013,3944,62.5615722203928
0,2013,3955,6.85348106854058
96.6905023828149,2013,3960,103.047026208528
124.827440074198,2013,3965,104.608756224609
124.211492041409,2013,3998,122.968611274196
171.973986366253,2013,4000,122.724836055746
51.283458223752,2013,4011,85.5196452206367
0,2013,4021,4.01097387870485
324.629228734013,2013,4032,152.378642144043
0,2013,4034,13.0515924047053
0,2013,4041,12.4739280918074
206.15052776914,2013,4060,167.1960843772
221.152839921956,2013,4068,187.159254560326
189.579356536452,2013,4098,164.363688658175
95.7799076147538,2013,4131,142.020629398701
11.3148914636136,2013,4139,39.7865272382572
34.547929504165,2013,4147,102.083208713363
0,2013,4163,4.83508003856688
0,2013,4166,6.68682075283978
47.7190039393216,2013,4188,103.731413045654
17.8406305107063,2013,4203,41.530792007996
139.309575958014,2013,4211,151.925208242941
155.629563441401,2013,4229,167.027932753806
134.095636238523,2013,4237,153.199731732209
178.463345143794,2013,4250,154.210150332541
118.585443692264,2013,4260,129.22688482444
6.4160592524459,2013,4262,14.4698318523311
234.763863041636,2013,4273,174.442440021738
69.7850144721557,2013,4281,69.045087043345
255.585407597357,2013,4285,146.925582726023
127.68266300382,2013,4292,91.0202837516207
5.62932029530284,2013,4334,28.738516543604
0,2013,4398,7.74590286545902
0,2013,4400,9.17010060424865
136.755709456314,2013,4403,134.371516023148
163.514167222422,2013,4419,179.468572155982
259.428888728105,2013,4472,142.127917933489
51.3473172208141,2013,4503,22.5941467042391
0,2013,4512,15.3360782081953
117.999861956974,2013,4527,34.6439434698359
91.7846367231537,2013,4534,167.622486505002
0,2013,4536,0.413173194859258
69.5882769489373,2013,4541,27.7540526432297
19.7400614134504,2013,4547,44.4275576455652
47.6913195532919,2013,4555,41.9690306155126
0,2013,4564,21.7781651573014
172.364519778842,2013,4613,49.6779721657431
168.490047800027,2013,4615,157.441321343166
64.0901226606504,2013,4620,30.1546091301035
105.980887994409,2013,4624,114.159774845862
52.5886185767955,2013,4630,114.777942566821
36.318541897889,2013,4647,58.8528741608919
0,2013,4648,6.93348699460468
91.9408246178043,2013,4651,109.028113584037
83.5348876281615,2013,4654,158.292891601892
156.600092507554,2013,4669,142.626873463602
79.7266546164477,2013,4675,89.4004812430375
88.0751972706388,2013,4677,150.464332134591
52.947706708099,2013,4688,130.312455289822
0,2013,4708,1.31414923536618
87.6857678265572,2013,4729,123.361676444085
163.853109999283,2013,4730,63.9923711906575
0,2013,4739,9.40734656925949
0,2013,4746,11.3870665592759
14.053554302927,2013,4773,6.74878184899326
0,2013,4783,17.4041858829043
25.0748247876166,2013,4785,39.5308696086062
138.870130252885,2013,4792,113.386845761253
129.645523360694,2013,4802,144.768014088429
149.088558365628,2013,4809,186.317015386583
154.26053350112,2013,4815,187.373774280223
187.883933440877,2013,4821,136.234898454815
238.872179312781,2013,4851,130.401497453623
0,2013,4860,5.85920313040214
33.0586389760481,2013,4905,25.3840649974586
125.429788317703,2013,4925,119.550944718769
15.7271714437631,2013,5005,30.1111251299452
21.359568481974,2013,5020,87.4353278778888
17.7272514866564,2013,5027,23.9779673738053
0,2013,5031,4.00822677328522
165.621776424568,2013,5042,166.059742135851
48.7715556247724,2013,5044,50.1233412297156
110.337667614504,2013,5087,90.4231556254674
12.6770986796671,2013,5112,36.2336598126119
0,2013,5113,2.38954852418946
93.7854357040872,2013,5135,159.420939138169
59.7726941782367,2013,5145,69.8828486707928
118.842492517092,2013,5148,143.531279574037
199.985675051736,2013,5167,133.068087171981
0,2013,5170,7.02485923548062
91.1861425347258,2013,5175,135.370244247866
46.0134467536232,2013,5183,86.9187482677552
0,2013,5188,23.8889015572609
39.3664202830935,2013,5191,105.921479303044
93.825550670013,2013,5194,170.735443603062
107.314278930239,2013,5210,111.282444728092
8.85801361111779,2013,5212,49.1526770437994
201.68053191691,2013,5217,158.540441478328
0,2013,5259,5.49651293218676
245.889319839205,2013,5261,166.024343279517
0,2013,5264,19.9482168714199
147.315069774551,2013,5266,154.859425913128
31.2840227133564,2013,5271,138.103651660646
126.042365720084,2013,5276,169.713083892072
0,2013,5278,5.54815177094102
25.3088737873736,2013,5307,30.4212055814477
159.813786754811,2013,5330,139.66630312566
99.8314636456636,2013,5359,101.774842024137
0,2013,5388,0.308190197198392
51.2942300043557,2013,5430,138.165926686209
0,2013,5446,9.84007199111851
13.0207834675054,2013,5476,37.6476380866883
34.0964873354094,2013,5479,106.203845711284
0,2013,5480,12.0522204393695
70.4781063178727,2013,5505,133.088084618324
0,2013,5515,60.8845065772177
79.476065744986,2013,5526,31.508795899095
37.26737076941,2013,5544,105.09344834417
0,2013,5565,11.4637714503894
0,2013,5572,1.10815159757051
160.133246238607,2013,5594,133.423799397924
73.3746164514639,2013,5639,123.79568757829
0,2013,5642,6.03507856091676
123.706017263768,2013,5654,154.018590699696
161.979948587845,2013,5673,119.830453899217
32.5859658788718,2013,5686,72.0207312297593
165.447803664986,2013,5692,84.731838630773
41.1703439336146,2013,5707,65.4115430586558
0,2013,5719,9.28118399998462
104.008928059205,2013,5739,123.444907316038
122.375742369168,2013,5745,178.794712378618
2.13049720305361,2013,5760,18.2145578870748
0,2013,5768,25.9426434045622
170.13712055692,2013,5773,133.848081730256
0,2013,5797,18.6668685667681
175.83044662103,2013,5833,177.872916171714
207.846464596174,2013,5861,186.964951476362
0,2013,5910,0.822945512456249
150.621006208116,2013,5919,154.117564030573
0,2013,5956,7.97435602144877
187.86836636115,2013,6026,132.317455922207
0,2013,6046,10.838823810008
64.8464231587008,2013,6096,73.9552730080957
164.685554800012,2013,6139,169.404679103308
49.437575790219,2013,6140,56.2609558735484
0,2013,6141,4.34396396917124
0,2013,6156,43.214112471553
61.2687376635817,2013,6159,76.1263616069344
25.5026410765237,2013,6170,140.153999705554
93.67096922411,2013,6178,127.920528850856
59.6411931574126,2013,6179,103.026001731082
108.337356064968,2013,6186,145.224151948692
0,2013,6191,8.70723106303562
0,2013,6202,21.3899086751025
0,2013,6248,32.397329974521
0,2013,6262,20.2099482052207
0,2013,6285,22.4635967885428
80.3739686323639,2013,6297,91.1675076767029
140.932176605802,2013,6298,136.967675596007
0,2013,6304,6.98439865679703
196.440088501336,2013,6322,201.976764234598
285.738863949114,2013,6327,170.412353746766
29.2647652850843,2013,6339,10.9277420849621
108.29112664848,2013,6349,148.967706220796
116.444168003743,2013,6361,179.468031800822
0,2013,6366,9.82307022202691
63.9960228225751,2013,6370,172.134249434833
25.610344919717,2013,6376,96.6639168784394
0,2013,6399,3.25566092833429
60.7186035203725,2013,6408,114.379504139047
0,2013,6414,9.72448100806394
264.616429830343,2013,6432,170.328765127794
0,2013,6464,1.72556602693926
0,2013,6471,7.18886140680852
126.177056036475,2013,6487,141.210579985398
0,2013,6495,11.7682203982771
93.9762902294231,2013,6508,113.495981019081
226.116730099991,2013,6519,78.6561677676632
11.3896152864304,2013,6532,81.9534710630674
133.829052181158,2013,6549,129.732749028976
74.2036063185871,2013,6621,111.494025739514
47.0246172658434,2013,6642,94.9804403962336
150.635118676586,2013,6656,124.553144038231
124.694078143609,2013,6683,129.941000234219
244.352463900059,2013,6693,184.322264730169
78.2485301135292,2013,6712,151.407269444951
147.684504811297,2013,6714,164.643375560496
175.40768152902,2013,6749,144.076697226888
44.9249354916743,2013,6765,136.142406053353
0,2013,8224,0.316822325384046
0,2013,8251,2.36387925069784
105.080959415478,2013,8275,139.016592759684
0,2013,8281,0.791290783519993
0,2013,8303,2.07893000686389
0,2013,8367,0.657845520199933
156.387202571418,2013,8429,128.928819943521
0,2013,8430,7.99849331761637
156.301331832937,2014,6,166.088279117594
108.877977322936,2014,11,146.150820683796
0,2014,79,14.3925898465389
22.2330952800901,2014,97,118.539162539004
62.2044545009929,2014,100,147.63940262985
50.7516791353864,2014,103,30.2645597810626
108.026363022125,2014,116,139.375560351308
185.917004972466,2014,118,161.737817982606
228.303095951645,2014,123,153.67962404393
119.987187765307,2014,127,157.800857548579
151.543824595704,2014,133,132.009451473882
68.2219504377436,2014,151,40.702267256585
24.6604639985321,2014,154,122.589843489329
194.09574550096,2014,215,113.427314376561
112.172089838543,2014,217,120.178583034411
199.027418380629,2014,218,162.78502206623
46.0006505563341,2014,242,59.1673711674007
0,2014,259,7.27909644171565
195.834871547799,2014,284,146.368183515199
0,2014,292,24.1709260182289
50.6949950230021,2014,318,58.5974216572942
0,2014,322,8.94514198097317
192.164970409266,2014,337,158.320409571973
41.6590396162451,2014,343,61.0579418950297
94.8158582185821,2014,356,125.833788838256
149.04046623837,2014,386,109.931671499103
213.353149682653,2014,389,171.813056853512
192.739809348657,2014,397,173.841155898848
52.0932172756979,2014,433,132.477578920886
0,2014,435,9.69953078473193
22.8789030154834,2014,440,99.6223629712687
218.402230676147,2014,445,174.909882917527
96.7637948860168,2014,447,137.613163188082
38.6699257463907,2014,449,37.0145978627754
204.465567585279,2014,471,147.585656644845
168.832908463071,2014,473,118.165692344213
108.52133518501,2014,511,160.027397784602
14.1372235124616,2014,523,136.928001695017
7.37920310762988,2014,524,37.7915196104635
110.973088046644,2014,525,138.812129870988
313.041602310681,2014,531,147.576636480982
39.3582401748674,2014,567,46.6689891711481
127.152828177324,2014,570,167.251600769997
161.954953445463,2014,572,176.162123845604
0,2014,609,8.66106970560988
140.449096724844,2014,644,85.5184769022215
10.9227392987862,2014,666,75.3269136907713
76.7445922253673,2014,682,107.550822646328
175.417983942233,2014,685,129.384576119699
0,2014,700,10.0915639311056
0,2014,728,14.0608099653861
39.570478093431,2014,733,87.6545156720919
152.118580479786,2014,754,126.665171188425
154.569404394119,2014,760,147.314768186927
201.417332304399,2014,771,174.836223313247
0,2014,797,5.16338057498171
170.229643126568,2014,839,167.462365899765
0,2014,845,13.0611229298952
0,2014,894,51.7174436214688
0,2014,905,5.54380975800539
157.985090888485,2014,911,142.355404591573
138.702809681972,2014,913,148.579691120118
0,2014,916,30.4313359174233
149.656506425926,2014,917,188.896578986431
99.7250123774531,2014,920,143.014691957992
144.003260366671,2014,928,149.865634087674
23.4318654709127,2014,934,24.6856396688184
0,2014,959,11.4982097132477
0,2014,975,13.5177056893137
189.849354738382,2014,986,122.286893838706
214.945989069256,2014,993,184.341400837079
201.803524399147,2014,997,126.439277380895
231.153031482974,2014,1006,175.288511778162
4.87103330958576,2014,1032,47.0144369438832
107.178852846196,2014,1045,100.305662030042
0,2014,1049,3.50360734096121
105.157017607209,2014,1053,128.719903894481
0,2014,1055,12.997944031586
0,2014,1060,18.6828093855493
110.646245530623,2014,1076,127.648278566279
0,2014,1087,52.3568075399004
1.0952108231052,2014,1153,13.87633812023
79.1716134443862,2014,1166,121.849592788767
133.870318251992,2014,1168,29.8858570262671
123.608398155082,2014,1171,122.02888316512
283.502142782149,2014,1194,194.794479192692
208.038600883557,2014,1200,157.086237414821
14.5201990942142,2014,1209,25.0354550924333
0,2014,1218,6.93319157356749
74.408809898273,2014,1237,17.1093682377865
16.566470280565,2014,1257,26.0048750576422
106.42545152011,2014,1265,132.730334960225
10.0944439650812,2014,1295,59.1001420468154
184.876823023989,2014,1306,167.035364609317
95.9310947945944,2014,1308,132.640281257107
175.122861471974,2014,1321,161.350718139202
113.573351620134,2014,1326,131.549941596679
19.5964508974215,2014,1329,92.8809250575434
0,2014,1343,13.69329701487
18.2985546496018,2014,1347,66.4552089920031
160.829566752412,2014,1349,166.734958398264
61.2022313518737,2014,1361,93.8476381349426
181.538821972715,2014,1380,149.058983855579
0,2014,1381,0.124991232318427
0,2014,1386,16.0764689685632
0,2014,1396,9.33389489118107
12.7390262175054,2014,1412,58.1081344450411
69.8820387030028,2014,1425,55.9078095766216
229.378788628538,2014,1432,140.415855198994
0,2014,1443,9.13057476072166
0,2014,1446,19.6280804746091
152.842638377717,2014,1492,133.04356955485
47.7903495702091,2014,1495,105.297685343836
0,2014,1519,15.6863907376474
98.105720707712,2014,1533,46.0573227942952
2.50219495568012,2014,1546,32.7287977666853
237.678495623939,2014,1557,193.442469041297
100.448546682246,2014,1560,71.8850110087273
147.683185039287,2014,1585,139.290589903387
0,2014,1595,9.58163261483858
0,2014,1596,7.86421209994206
0,2014,1599,11.1088106251861
0,2014,1605,55.1232435237593
59.0732530161379,2014,1630,117.053799563595
0,2014,1644,10.6804110084724
0,2014,1681,0.289163979928718
174.457126654434,2014,1704,198.091492967479
0,2014,1737,5.00663047197077
13.1761109204781,2014,1751,94.6887999657011
134.381577977326,2014,1784,74.4955286607621
11.4265229737252,2014,1791,55.3323445353702
18.7311128617963,2014,1807,32.1823519908335
0,2014,1812,0.562442242926273
0,2014,1831,19.8184775242254
251.204652844203,2014,1833,149.849833308792
124.939285330485,2014,1846,182.81563968955
0,2014,1864,10.2360524589595
0,2014,1880,11.2965845890789
0,2014,1902,7.7189495232947
151.766710686608,2014,1914,188.724198078672
265.351752019514,2014,1920,134.332047647842
319.524397074573,2014,1934,128.810894977639
0,2014,1945,11.2815772773743
100.860291131263,2014,1965,112.081289734295
154.136037396022,2014,1974,71.0538390416908
197.927843683281,2014,1975,213.975272352788
0,2014,1984,19.0790213916489
155.629556567905,2014,2001,132.206629666139
0,2014,2003,5.96970953616023
0,2014,2006,18.7850857774228
51.3172700720954,2014,2032,132.838142872383
0,2014,2049,2.83382604043399
0,2014,2066,0.444366433691178
143.151782355354,2014,2103,173.126699707106
0,2014,2109,5.60969375633344
101.510867966899,2014,2130,139.514957023685
41.6769983826575,2014,2140,57.6539119318988
162.54426186367,2014,2151,146.813588965514
189.001179641055,2014,2156,114.859851358572
123.738016343802,2014,2173,100.190686554253
57.9282900590675,2014,2176,14.5913952069133
0,2014,2191,0.502050098987198
0,2014,2194,14.7694822840349
83.2370256480177,2014,2195,131.282719710522
209.00412401401,2014,2216,228.058643669092
191.043058953278,2014,2235,153.922851131867
147.783864196177,2014,2285,135.170356587887
0,2014,2325,12.6066407490005
0,2014,2334,12.6856318706081
146.062797016522,2014,2352,159.632881257574
0,2014,2393,42.9457138341468
0,2014,2402,33.2065023745218
114.949255684096,2014,2406,89.2947139120835
0,2014,2408,3.95650874458655
79.4003750188691,2014,2434,154.73316386514
0,2014,2440,7.71947730239159
0,2014,2497,1.1343209767199
0,2014,2560,0.846002404442399
107.524299859548,2014,2586,161.14096152133
0,2014,2588,0.813134253659062
122.690191553032,2014,2623,137.657926762795
109.073833055491,2014,2637,152.968312444727
232.359377386517,2014,2640,187.847274105895
0,2014,2666,12.0716613805753
92.3372110115351,2014,2678,137.310630753031
116.768021182907,2014,2703,139.915950160807
195.959078925578,2014,2715,159.685624002148
0,2014,2723,16.9385859728405
85.7603538394318,2014,2735,183.669189919855
28.6729315551057,2014,2738,52.927189615865
2.52867846971982,2014,2781,36.789488824118
0,2014,2791,11.5048819892217
0,2014,2821,2.37411065487193
116.749958659751,2014,2833,122.046027988176
212.788151397823,2014,2848,148.63655699283
140.355442220531,2014,2856,151.669456372159
34.78909731463,2014,2865,88.9753677139792
0,2014,2873,25.6786187537344
87.3207078950358,2014,2880,61.68714938846
119.050813905285,2014,2882,135.96378626729
0,2014,2892,0.166561307589349
0,2014,2932,6.79666450020716
0,2014,2947,27.634440851221
0,2014,2962,0.972457652332148
171.519619629347,2014,2989,179.153462062655
0,2014,3008,7.07985608185941
0,2014,3012,39.2211280355103
114.197889776337,2014,3018,168.208131724964
0,2014,3022,3.75998838970938
33.4366453774318,2014,3036,110.590015905182
0,2014,3038,11.3232302681474
0,2014,3065,9.39282515192921
0,2014,3091,6.88123431812323
63.7375544352509,2014,3097,23.9060044409258
71.9568792633353,2014,3106,91.2171232946063
102.497834625241,2014,3114,98.369679731124
0,2014,3120,4.33525752445073
130.117409594306,2014,3137,139.840734575455
28.0233018387028,2014,3141,39.7938922886784
74.0541540119271,2014,3146,26.0001041729814
37.6907807154459,2014,3169,48.3421730946963
167.432766265439,2014,3177,186.535378385349
81.0581691889496,2014,3179,126.218982409772
0,2014,3190,8.86359192194213
115.785329744868,2014,3217,127.242452225257
106.40484490617,2014,3221,97.9493824124963
200.949444314145,2014,3229,118.277913904418
111.937045713005,2014,3236,159.185691967223
3.92300337577812,2014,3240,55.9999528249469
1.90441737815188,2014,3244,19.7666148598544
0,2014,3286,11.4165301086333
59.1896682099059,2014,3287,142.82514804728
0,2014,3291,9.94432836769002
0,2014,3293,9.21008357822236
27.6353091712122,2014,3300,98.1688415381493
29.4633016879671,2014,3324,98.5377975687137
4.62423976156968,2014,3341,31.3347785356387
0,2014,3347,94.9489845765733
0,2014,3352,4.80621479482097
0,2014,3365,13.4578975853738
47.3657310422653,2014,3376,36.2285234225043
85.7399127964848,2014,3386,108.35684147448
154.43233292051,2014,3390,180.636828170118
113.102143764862,2014,3391,164.372324016737
0,2014,3394,13.1198945728814
168.929296871896,2014,3405,93.2600933957877
171.362085129743,2014,3432,186.869434840545
277.906872890707,2014,3445,198.35999403828
152.926104896681,2014,3500,170.434235122031
26.2237150675932,2014,3501,48.2671607179672
0,2014,3506,7.47779327337145
209.301162355023,2014,3526,127.942195679519
5.61554671246295,2014,3535,13.3072354661383
0,2014,3544,4.19770521448463
44.533859140326,2014,3554,87.8390565370509
109.629631290226,2014,3598,127.018220009425
88.5182582864585,2014,3610,138.039408513958
0,2014,3623,6.28627623864547
141.170244530115,2014,3682,146.199438578898
130.85670957498,2014,3689,133.605265852372
43.5304014667404,2014,3719,122.853876785176
117.232505193816,2014,3725,135.372576339179
174.197375196467,2014,3728,185.043474332918
0,2014,3736,19.4097839507776
104.209335901321,2014,3764,126.817415819538
0,2014,3781,12.1524729240718
82.6916549322238,2014,3818,167.311436045411
246.016630691654,2014,3832,137.997777825485
105.547157746532,2014,3848,111.902629942959
120.081101641241,2014,3857,184.549761298464
167.124113557045,2014,3861,181.770230797113
0,2014,3864,13.2559065008854
220.742237829148,2014,3907,220.693544082336
83.7545274456523,2014,3914,120.26780331193
0,2014,3927,7.73729197974899
122.536687080806,2014,3929,159.895617338221
105.899578093952,2014,4004,126.467593617291
97.573091113547,2014,4005,190.330857108523
101.224532644544,2014,4023,141.55383487806
98.2852078933264,2014,4024,137.846950277857
0,2014,4031,21.3278230887134
0,2014,4061,15.1857731973845
0,2014,4062,21.9922411278888
0,2014,4071,5.33952792066142
178.890496619229,2014,4095,125.293441462682
208.932824062531,2014,4138,129.375420675183
0,2014,4148,14.4270701649309
0,2014,4152,10.0556568625666
0,2014,4160,20.5677017509861
0,2014,4175,7.65476033189864
251.548911248584,2014,4195,154.514189042379
151.938779298827,2014,4197,123.182720163315
139.943387216291,2014,4210,155.349967895615
0,2014,4248,3.61891080310469
98.958561856798,2014,4264,105.726620707026
0,2014,4276,19.674610440225
