1,2,3,4,5
41.637114716987,700,15000,1250,0
41.5792127776464,800,15000,1250,0
41.4315928060363,900,15000,1250,0
41.0081636732245,1000,15000,1250,0
43.5260368751689,0,16000,1250,0
42.0966100643879,100,16000,1250,0
42.6330771796235,200,16000,1250,0
42.9672549622366,300,16000,1250,0
41.7853756360767,400,16000,1250,0
41.7607261388728,500,16000,1250,0
41.4948383560924,600,16000,1250,0
41.6610862317981,700,16000,1250,0
41.9685359813179,800,16000,1250,0
41.5019202108777,900,16000,1250,0
40.9824160595523,1000,16000,1250,0
43.8483943305265,0,17000,1250,0
42.8828871915639,100,17000,1250,0
43.4596128877107,200,17000,1250,0
42.5139951395879,300,17000,1250,0
42.5821700553785,400,17000,1250,0
41.5562122164835,500,17000,1250,0
41.5265334054723,600,17000,1250,0
41.9963340329167,700,17000,1250,0
41.7402448544691,800,17000,1250,0
41.6932993413987,900,17000,1250,0
40.8130390757655,1000,17000,1250,0
42.853829861988,0,18000,1250,0
43.4446991686879,100,18000,1250,0
42.8921546190635,200,18000,1250,0
42.1513731465522,300,18000,1250,0
42.4087754083606,400,18000,1250,0
42.5115017148402,500,18000,1250,0
41.6486248467043,600,18000,1250,0
41.8059783930254,700,18000,1250,0
41.421176638156,800,18000,1250,0
41.6995864781534,900,18000,1250,0
41.4127767197782,1000,18000,1250,0
43.9076106836702,0,19000,1250,0
44.0284282973438,100,19000,1250,0
42.5697065379995,200,19000,1250,0
43.2900317908122,300,19000,1250,0
42.3634279118164,400,19000,1250,0
42.0037446497218,500,19000,1250,0
42.4076496393274,600,19000,1250,0
41.3089407569031,700,19000,1250,0
41.6843855726076,800,19000,1250,0
41.4277945407188,900,19000,1250,0
41.326614758385,1000,19000,1250,0
44.2833545059462,0,20000,1250,0
43.3142136307785,100,20000,1250,0
43.5446123909293,200,20000,1250,0
43.0885811977448,300,20000,1250,0
42.9771528876502,400,20000,1250,0
42.1934158347218,500,20000,1250,0
41.7737826629676,600,20000,1250,0
41.958264443378,700,20000,1250,0
41.0506158597664,800,20000,1250,0
41.6920743827966,900,20000,1250,0
41.4097934776923,1000,20000,1250,0
44.0735870838713,0,21000,1250,0
43.8074760677259,100,21000,1250,0
44.19214152066,200,21000,1250,0
43.4984352042976,300,21000,1250,0
43.0813383488825,400,21000,1250,0
42.1926049529897,500,21000,1250,0
42.4258985926394,600,21000,1250,0
41.303713774785,700,21000,1250,0
41.6128064771492,800,21000,1250,0
41.5135589776471,900,21000,1250,0
41.3661024582976,1000,21000,1250,0
45.8279103861186,0,22000,1250,0
45.0335481646284,100,22000,1250,0
43.6421086436042,200,22000,1250,0
43.113342464139,300,22000,1250,0
43.4909056203475,400,22000,1250,0
42.6457504609217,500,22000,1250,0
41.7464842205276,600,22000,1250,0
40.8240249089373,700,22000,1250,0
41.7666332205789,800,22000,1250,0
41.6892569783152,900,22000,1250,0
41.6094495705558,1000,22000,1250,0
45.9068678786939,0,23000,1250,0
45.8529473657663,100,23000,1250,0
44.1526619527377,200,23000,1250,0
43.3222589851056,300,23000,1250,0
43.4731345157044,400,23000,1250,0
42.6648830178699,500,23000,1250,0
42.0055863537332,600,23000,1250,0
42.1495255200361,700,23000,1250,0
41.4081670045871,800,23000,1250,0
41.4219477716905,900,23000,1250,0
41.4037166643805,1000,23000,1250,0
46.186926270145,0,24000,1250,0
46.1555206515457,100,24000,1250,0
44.9562048711215,200,24000,1250,0
43.3805323908968,300,24000,1250,0
43.3181946998923,400,24000,1250,0
42.4575175341894,500,24000,1250,0
42.5977737251942,600,24000,1250,0
42.5053793798158,700,24000,1250,0
42.031013878327,800,24000,1250,0
41.6157498554679,900,24000,1250,0
41.3585864746419,1000,24000,1250,0
46.3330491864335,0,25000,1250,0
45.1156476523963,100,25000,1250,0
44.5495273902194,200,25000,1250,0
43.7102516502951,300,25000,1250,0
43.1538456252309,400,25000,1250,0
42.6883839447296,500,25000,1250,0
41.6789330054603,600,25000,1250,0
42.2739577814329,700,25000,1250,0
41.6047140712659,800,25000,1250,0
41.4909193872886,900,25000,1250,0
40.7370158430308,1000,25000,1250,0
42.0751627894408,0,10000,1500,0
41.6430341030324,100,10000,1500,0
41.5612879994645,200,10000,1500,0
42.2501299225845,300,10000,1500,0
41.6084030751396,400,10000,1500,0
41.3451859079539,500,10000,1500,0
41.778379239845,600,10000,1500,0
41.4045972141029,700,10000,1500,0
41.3549679212918,800,10000,1500,0
41.2148728195862,900,10000,1500,0
41.4058410643855,1000,10000,1500,0
42.5008687506332,0,11000,1500,0
41.9763507602057,100,11000,1500,0
42.4257520920967,200,11000,1500,0
41.3089558317593,300,11000,1500,0
41.195275773048,400,11000,1500,0
41.3982117448226,500,11000,1500,0
41.9055027673362,600,11000,1500,0
41.0488983686753,700,11000,1500,0
40.6571013252695,800,11000,1500,0
41.1684115165244,900,11000,1500,0
41.1554516732855,1000,11000,1500,0
42.5130494622362,0,12000,1500,0
42.1120495397405,100,12000,1500,0
41.5393218649417,200,12000,1500,0
42.0193671697425,300,12000,1500,0
41.027386850901,400,12000,1500,0
41.8978577283016,500,12000,1500,0
41.4776691809155,600,12000,1500,0
41.9289074302758,700,12000,1500,0
41.807183886457,800,12000,1500,0
41.2724805951343,900,12000,1500,0
41.2025552433977,1000,12000,1500,0
42.6558451889425,0,13000,1500,0
42.6177730961435,100,13000,1500,0
42.3093660363386,200,13000,1500,0
42.1092862065985,300,13000,1500,0
42.3824243801565,400,13000,1500,0
42.2112531665111,500,13000,1500,0
41.3758944863903,600,13000,1500,0
41.3604659359191,700,13000,1500,0
41.6080724450574,800,13000,1500,0
41.6889756171977,900,13000,1500,0
41.0794327203915,1000,13000,1500,0
42.8760446457689,0,14000,1500,0
42.2679789404507,100,14000,1500,0
42.2326878439685,200,14000,1500,0
42.7074210076839,300,14000,1500,0
41.9445228981235,400,14000,1500,0
41.4624698557088,500,14000,1500,0
41.5177487849057,600,14000,1500,0
42.2020081104591,700,14000,1500,0
41.3438632590469,800,14000,1500,0
41.5090347085754,900,14000,1500,0
41.6105456308494,1000,14000,1500,0
41.6224685006494,0,15000,1500,0
42.8363058861958,100,15000,1500,0
42.1920593289652,200,15000,1500,0
42.2640654324167,300,15000,1500,0
41.8429501273789,400,15000,1500,0
41.5025094350238,500,15000,1500,0
41.7430750885926,600,15000,1500,0
41.7473101695666,700,15000,1500,0
41.8071457809642,800,15000,1500,0
41.8575057111664,900,15000,1500,0
41.7627632749238,1000,15000,1500,0
42.8267977692129,0,16000,1500,0
43.3775318894284,100,16000,1500,0
42.4751009626326,200,16000,1500,0
42.368513800084,300,16000,1500,0
41.8764134813476,400,16000,1500,0
42.8422226039683,500,16000,1500,0
42.1280016895901,600,16000,1500,0
41.2440597605922,700,16000,1500,0
41.5179931152021,800,16000,1500,0
42.0372915358699,900,16000,1500,0
41.2940373181258,1000,16000,1500,0
43.3568917101585,0,17000,1500,0
43.4161617238257,100,17000,1500,0
42.3985056387882,200,17000,1500,0
42.6630751875443,300,17000,1500,0
42.5620420061559,400,17000,1500,0
42.5649775925143,500,17000,1500,0
42.4977768253353,600,17000,1500,0
41.9533877997297,700,17000,1500,0
41.4945630204914,800,17000,1500,0
41.0355204254727,900,17000,1500,0
41.5160765833762,1000,17000,1500,0
43.88045264714,0,18000,1500,0
43.6461072585008,100,18000,1500,0
42.8980811869747,200,18000,1500,0
41.8490006866068,300,18000,1500,0
41.7329579231575,400,18000,1500,0
42.157319450601,500,18000,1500,0
42.2119944840961,600,18000,1500,0
41.232180658015,700,18000,1500,0
41.7667319211056,800,18000,1500,0
41.53128974413,900,18000,1500,0
41.2063257000382,1000,18000,1500,0
44.2035386716931,0,19000,1500,0
43.7117999090611,100,19000,1500,0
43.8246829965007,200,19000,1500,0
43.6153366774003,300,19000,1500,0
42.4891364179309,400,19000,1500,0
41.9682076615034,500,19000,1500,0
42.4855886597122,600,19000,1500,0
41.3864725238605,700,19000,1500,0
41.5384164253179,800,19000,1500,0
41.3112759377443,900,19000,1500,0
41.1776921826746,1000,19000,1500,0
44.9383151953397,0,20000,1500,0
44.060673599158,100,20000,1500,0
43.0679926394286,200,20000,1500,0
42.9405788506032,300,20000,1500,0
42.6413727952241,400,20000,1500,0
42.1563914854027,500,20000,1500,0
41.5593503078508,600,20000,1500,0
42.0220846895841,700,20000,1500,0
42.3798144046784,800,20000,1500,0
41.3115369511547,900,20000,1500,0
41.5773359093519,1000,20000,1500,0
45.6298620187949,0,21000,1500,0
44.8366851732221,100,21000,1500,0
44.6670687787695,200,21000,1500,0
43.6737941752745,300,21000,1500,0
42.9843837415892,400,21000,1500,0
42.7830613759017,500,21000,1500,0
42.7741599348017,600,21000,1500,0
42.1732761211701,700,21000,1500,0
41.8004782254999,800,21000,1500,0
41.7198115827851,900,21000,1500,0
41.1478364789173,1000,21000,1500,0
45.8319751994714,0,22000,1500,0
45.4394340193992,100,22000,1500,0
44.1109405227731,200,22000,1500,0
44.1611833444996,300,22000,1500,0
43.4838230362026,400,22000,1500,0
42.9004081324293,500,22000,1500,0
42.5329283888581,600,22000,1500,0
42.2724928554034,700,22000,1500,0
42.3668634812118,800,22000,1500,0
42.065970590834,900,22000,1500,0
41.9252716421043,1000,22000,1500,0
45.5802763333594,0,23000,1500,0
44.2655674943862,100,23000,1500,0
44.0233332169663,200,23000,1500,0
43.4646049378896,300,23000,1500,0
43.443005285726,400,23000,1500,0
43.4842758746352,500,23000,1500,0
42.5117273625881,600,23000,1500,0
43.0416766657617,700,23000,1500,0
42.0865465409705,800,23000,1500,0
40.7799062868753,900,23000,1500,0
41.5091387125834,1000,23000,1500,0
46.6217556954268,0,24000,1500,0
45.9967254435132,100,24000,1500,0
44.3112718055701,200,24000,1500,0
44.3290534873576,300,24000,1500,0
43.7633996934483,400,24000,1500,0
43.1727454174326,500,24000,1500,0
42.5555560989705,600,24000,1500,0
42.1854576800658,700,24000,1500,0
42.7121846678386,800,24000,1500,0
42.3250201696669,900,24000,1500,0
41.8925001770118,1000,24000,1500,0
46.2210764120335,0,25000,1500,0
45.877177339178,100,25000,1500,0
44.0190844949598,200,25000,1500,0
44.1809670036492,300,25000,1500,0
43.4870079874577,400,25000,1500,0
42.5876021186867,500,25000,1500,0
42.9627987781893,600,25000,1500,0
42.7450859619434,700,25000,1500,0
41.9965948474671,800,25000,1500,0
42.0885601490368,900,25000,1500,0
41.8784232633732,1000,25000,1500,0
42.2406971485783,0,10000,1750,0
41.9035816428767,100,10000,1750,0
41.382324030954,200,10000,1750,0
41.3090795886392,300,10000,1750,0
40.9527539235919,400,10000,1750,0
41.4040822704532,500,10000,1750,0
41.455523473013,600,10000,1750,0
41.9277104799242,700,10000,1750,0
41.5229567753957,800,10000,1750,0
40.938280461809,900,10000,1750,0
41.2549476972245,1000,10000,1750,0
42.1570933533727,0,11000,1750,0
42.2593632960823,100,11000,1750,0
42.5578745418506,200,11000,1750,0
42.1199328479858,300,11000,1750,0
41.8201025729576,400,11000,1750,0
41.7901666666157,500,11000,1750,0
41.9692407869825,600,11000,1750,0
41.6264378356084,700,11000,1750,0
41.4517447616829,800,11000,1750,0
41.0472879748745,900,11000,1750,0
40.9496622662305,1000,11000,1750,0
41.9278373312207,0,12000,1750,0
42.8382428260052,100,12000,1750,0
42.4582089034661,200,12000,1750,0
41.8682319658578,300,12000,1750,0
42.1441463414404,400,12000,1750,0
41.9168462878088,500,12000,1750,0
41.680608003336,600,12000,1750,0
41.1883770224008,700,12000,1750,0
41.658986125718,800,12000,1750,0
41.4527786465851,900,12000,1750,0
40.9078434759029,1000,12000,1750,0
41.4902802544431,0,13000,1750,0
42.714426943733,100,13000,1750,0
42.5282490690644,200,13000,1750,0
42.1289905489702,300,13000,1750,0
42.1595772101009,400,13000,1750,0
42.2052507749192,500,13000,1750,0
41.1365737456782,600,13000,1750,0
41.2827162601664,700,13000,1750,0
41.7150629143993,800,13000,1750,0
41.2192316204316,900,13000,1750,0
41.2920300883536,1000,13000,1750,0
43.1651091283861,0,14000,1750,0
43.2398414669133,100,14000,1750,0
41.6807131731343,200,14000,1750,0
42.6696189266568,300,14000,1750,0
42.0455577301755,400,14000,1750,0
41.3736682909859,500,14000,1750,0
41.1166795752266,600,14000,1750,0
42.0922134544589,700,14000,1750,0
41.591516129496,800,14000,1750,0
41.8972557813249,900,14000,1750,0
40.9423820668939,1000,14000,1750,0
42.0498674341142,0,15000,1750,0
43.0413640204966,100,15000,1750,0
42.023197765421,200,15000,1750,0
41.6903367212303,300,15000,1750,0
41.9081864312647,400,15000,1750,0
42.2915820712314,500,15000,1750,0
41.5797897990611,600,15000,1750,0
41.8887051873625,700,15000,1750,0
41.9077987653591,800,15000,1750,0
41.1812627088597,900,15000,1750,0
41.631458316896,1000,15000,1750,0
43.3454960446802,0,16000,1750,0
42.5707651935606,100,16000,1750,0
42.9602039453636,200,16000,1750,0
41.2742303399844,300,16000,1750,0
42.3175859895423,400,16000,1750,0
42.1202257440188,500,16000,1750,0
42.1239134356361,600,16000,1750,0
41.1586469335149,700,16000,1750,0
41.6352985908663,800,16000,1750,0
41.5331449191637,900,16000,1750,0
41.3373760777719,1000,16000,1750,0
42.7904717134727,0,17000,1750,0
42.9814028666833,100,17000,1750,0
43.2804287701845,200,17000,1750,0
43.0987232968399,300,17000,1750,0
43.0185496878941,400,17000,1750,0
42.6309225910144,500,17000,1750,0
42.0472201693643,600,17000,1750,0
42.2823998561969,700,17000,1750,0
41.7793032367781,800,17000,1750,0
42.3167257165907,900,17000,1750,0
41.7492827114234,1000,17000,1750,0
43.8775439392814,0,18000,1750,0
43.4007413186729,100,18000,1750,0
43.418115996602,200,18000,1750,0
42.2866824524956,300,18000,1750,0
42.2947988154574,400,18000,1750,0
41.1345299695642,500,18000,1750,0
42.335594897257,600,18000,1750,0
42.4084859104809,700,18000,1750,0
41.4644556409,800,18000,1750,0
41.2889577709254,900,18000,1750,0
41.8578420624499,1000,18000,1750,0
43.2909249662761,0,19000,1750,0
43.6644576331666,100,19000,1750,0
42.9436765582431,200,19000,1750,0
43.6226464589649,300,19000,1750,0
42.5469687672658,400,19000,1750,0
42.3182548264538,500,19000,1750,0
42.4938817613194,600,19000,1750,0
41.9598844324809,700,19000,1750,0
41.6485351983534,800,19000,1750,0
41.637391621321,900,19000,1750,0
41.2531142820144,1000,19000,1750,0
44.505009773993,0,20000,1750,0
43.863869053161,100,20000,1750,0
44.5502518973876,200,20000,1750,0
42.911837353334,300,20000,1750,0
43.3795210601249,400,20000,1750,0
42.517387824106,500,20000,1750,0
42.7461933183353,600,20000,1750,0
42.2160954971062,700,20000,1750,0
41.6026907119694,800,20000,1750,0
42.011563293601,900,20000,1750,0
42.3464268944465,1000,20000,1750,0
44.780133956577,0,21000,1750,0
44.9052517697449,100,21000,1750,0
43.3331801301524,200,21000,1750,0
43.6600095769351,300,21000,1750,0
43.4394518817382,400,21000,1750,0
43.3613682155856,500,21000,1750,0
41.7372498711926,600,21000,1750,0
42.3598383623024,700,21000,1750,0
41.9724791351201,800,21000,1750,0
42.028341174825,900,21000,1750,0
41.8677556837736,1000,21000,1750,0
45.5400257163733,0,22000,1750,0
44.4571360657593,100,22000,1750,0
44.8528461371772,200,22000,1750,0
43.9239789045008,300,22000,1750,0
43.8880100722248,400,22000,1750,0
42.6616126205798,500,22000,1750,0
43.2180809242552,600,22000,1750,0
42.2476334914223,700,22000,1750,0
42.5196939740419,800,22000,1750,0
41.9673627445087,900,22000,1750,0
41.7064819662527,1000,22000,1750,0
45.6416732290343,0,23000,1750,0
44.9878532911171,100,23000,1750,0
43.9699162684546,200,23000,1750,0
43.1644624660145,300,23000,1750,0
42.6546350115531,400,23000,1750,0
43.3110195044158,500,23000,1750,0
42.0371992254751,600,23000,1750,0
42.4069063744692,700,23000,1750,0
42.565732158143,800,23000,1750,0
42.3928549831468,900,23000,1750,0
41.8470994872917,1000,23000,1750,0
46.2907229854432,0,24000,1750,0
45.0709970160242,100,24000,1750,0
44.971449014046,200,24000,1750,0
43.971559819881,300,24000,1750,0
43.9797567803156,400,24000,1750,0
43.3371332420366,500,24000,1750,0
42.7483739307365,600,24000,1750,0
42.355665777828,700,24000,1750,0
41.9911179027576,800,24000,1750,0
41.4582691963494,900,24000,1750,0
42.1418018691512,1000,24000,1750,0
46.4485715772278,0,25000,1750,0
45.3420231882528,100,25000,1750,0
45.2212175725244,200,25000,1750,0
44.7228559567973,300,25000,1750,0
43.5827084659286,400,25000,1750,0
43.7161394228921,500,25000,1750,0
42.864982469768,600,25000,1750,0
42.4606385919745,700,25000,1750,0
41.43478665793,800,25000,1750,0
42.1807246295884,900,25000,1750,0
41.5097305957432,1000,25000,1750,0
41.6619240097245,0,10000,2000,0
41.9119991719911,100,10000,2000,0
41.9737901689313,200,10000,2000,0
41.1032487081081,300,10000,2000,0
41.1269506218327,400,10000,2000,0
41.4887764863942,500,10000,2000,0
41.7600829050707,600,10000,2000,0
41.8746511193198,700,10000,2000,0
41.4646122668079,800,10000,2000,0
41.7131232370187,900,10000,2000,0
41.740745242046,1000,10000,2000,0
42.7144425827145,0,11000,2000,0
42.2851615346761,100,11000,2000,0
41.6277420481573,200,11000,2000,0
42.1478887952934,300,11000,2000,0
42.3149284450139,400,11000,2000,0
41.9090926991993,500,11000,2000,0
41.8554549439794,600,11000,2000,0
41.7001991680846,700,11000,2000,0
41.3878884531379,800,11000,2000,0
41.7495181776736,900,11000,2000,0
41.4721694279809,1000,11000,2000,0
41.7543990481573,0,12000,2000,0
42.260219060545,100,12000,2000,0
41.9982531365385,200,12000,2000,0
42.4011931412683,300,12000,2000,0
41.8913613696435,400,12000,2000,0
40.9946773265157,500,12000,2000,0
41.6811345030591,600,12000,2000,0
42.0353044307525,700,12000,2000,0
41.0908713884913,800,12000,2000,0
41.9683584803253,900,12000,2000,0
41.5002784966434,1000,12000,2000,0
42.6505309901593,0,13000,2000,0
42.7570822479874,100,13000,2000,0
42.2948188141313,200,13000,2000,0
42.4962081210415,300,13000,2000,0
42.0459113036328,400,13000,2000,0
41.9017371790117,500,13000,2000,0
41.4297027326924,600,13000,2000,0
41.66394762625,700,13000,2000,0
41.7168965963232,800,13000,2000,0
42.176579329201,900,13000,2000,0
41.9521067693423,1000,13000,2000,0
41.0249908415656,0,14000,2000,0
42.3206758409698,100,14000,2000,0
42.9625794902608,200,14000,2000,0
42.5118256076841,300,14000,2000,0
42.0969807927872,400,14000,2000,0
42.2512743205803,500,14000,2000,0
42.054740744278,600,14000,2000,0
41.8232023150024,700,14000,2000,0
41.482985272711,800,14000,2000,0
42.0095533374957,900,14000,2000,0
41.8167453493642,1000,14000,2000,0
43.346671004377,0,15000,2000,0
42.7501112187693,100,15000,2000,0
41.6971417616498,200,15000,2000,0
42.6300248878469,300,15000,2000,0
42.7555118060732,400,15000,2000,0
42.742965546378,500,15000,2000,0
41.7144666325466,600,15000,2000,0
42.5327263236851,700,15000,2000,0
41.5362029903884,800,15000,2000,0
42.0313143860302,900,15000,2000,0
41.7473345160171,1000,15000,2000,0
42.9148275053572,0,16000,2000,0
42.8725437272483,100,16000,2000,0
42.8487917018802,200,16000,2000,0
42.2016999877509,300,16000,2000,0
41.9744380492536,400,16000,2000,0
41.5162490965955,500,16000,2000,0
42.0425348208609,600,16000,2000,0
42.2437678391009,700,16000,2000,0
41.9604025643959,800,16000,2000,0
42.0653826961792,900,16000,2000,0
41.0226312566489,1000,16000,2000,0
43.4405170397105,0,17000,2000,0
43.0260017728524,100,17000,2000,0
43.8690022094775,200,17000,2000,0
41.6928609997908,300,17000,2000,0
42.1847674616333,400,17000,2000,0
42.092954411731,500,17000,2000,0
42.1316568665947,600,17000,2000,0
42.5816173779362,700,17000,2000,0
41.5754946545927,800,17000,2000,0
42.0478264389072,900,17000,2000,0
41.19608809089,1000,17000,2000,0
43.4132935935395,0,18000,2000,0
42.6191404417126,100,18000,2000,0
43.7615813005801,200,18000,2000,0
43.2912520875827,300,18000,2000,0
42.2909271090215,400,18000,2000,0
42.8603957957441,500,18000,2000,0
42.5872400721777,600,18000,2000,0
42.6437515486152,700,18000,2000,0
41.6094196747876,800,18000,2000,0
41.9817349580337,900,18000,2000,0
41.7211223026664,1000,18000,2000,0
44.2096467394101,0,19000,2000,0
43.8366988698581,100,19000,2000,0
43.4062413562173,200,19000,2000,0
43.1337209916831,300,19000,2000,0
43.3061261401668,400,19000,2000,0
42.7473094719774,500,19000,2000,0
42.2576965688117,600,19000,2000,0
42.8565465352816,700,19000,2000,0
42.6154199008203,800,19000,2000,0
41.6786623998642,900,19000,2000,0
41.7775065325394,1000,19000,2000,0
44.0903038030181,0,20000,2000,0
44.221849282312,100,20000,2000,0
43.4284687553135,200,20000,2000,0
43.655579418451,300,20000,2000,0
42.6169810840527,400,20000,2000,0
42.5911256724532,500,20000,2000,0
42.1883537398238,600,20000,2000,0
43.5805936076351,700,20000,2000,0
42.7646975425914,800,20000,2000,0
42.0406108498033,900,20000,2000,0
41.6448324634309,1000,20000,2000,0
43.346681461641,0,21000,2000,0
45.1104548155557,100,21000,2000,0
43.8604966008522,200,21000,2000,0
43.4232842941452,300,21000,2000,0
43.4244853785459,400,21000,2000,0
42.9578800612347,500,21000,2000,0
43.4802393862391,600,21000,2000,0
42.6704944814125,700,21000,2000,0
42.3619819060415,800,21000,2000,0
42.4261459667815,900,21000,2000,0
42.330968911935,1000,21000,2000,0
44.8947621368949,0,22000,2000,0
44.6954903315825,100,22000,2000,0
44.3574095614337,200,22000,2000,0
43.2847340870402,300,22000,2000,0
44.4780934423735,400,22000,2000,0
43.9085160128669,500,22000,2000,0
42.8965124664747,600,22000,2000,0
42.7917680789123,700,22000,2000,0
42.5581371129031,800,22000,2000,0
42.7910846471923,900,22000,2000,0
42.1305935223755,1000,22000,2000,0
46.2470876713711,0,23000,2000,0
44.8613924625995,100,23000,2000,0
44.5707480042315,200,23000,2000,0
44.3524683532217,300,23000,2000,0
44.1250882116532,400,23000,2000,0
43.0109775810496,500,23000,2000,0
43.9432909852167,600,23000,2000,0
42.8020426508928,700,23000,2000,0
41.9276955755965,800,23000,2000,0
42.3643103624199,900,23000,2000,0
41.7810931031331,1000,23000,2000,0
46.4621314584032,0,24000,2000,0
45.396929828467,100,24000,2000,0
44.4617623539557,200,24000,2000,0
44.214688868234,300,24000,2000,0
43.8504450311532,400,24000,2000,0
43.5571273761798,500,24000,2000,0
43.9581328808719,600,24000,2000,0
42.2438265853969,700,24000,2000,0
42.8566366111394,800,24000,2000,0
42.1442612669775,900,24000,2000,0
41.4946657153671,1000,24000,2000,0
47.0506830286509,0,25000,2000,0
46.0635784339454,100,25000,2000,0
45.3700679193098,200,25000,2000,0
45.388747430844,300,25000,2000,0
44.4398491779462,400,25000,2000,0
44.2680081775299,500,25000,2000,0
43.2413663089407,600,25000,2000,0
42.9999792292336,700,25000,2000,0
42.89339586801,800,25000,2000,0
42.6578986357172,900,25000,2000,0
42.8577563506514,1000,25000,2000,0
42.0616674576072,0,10000,2250,0
41.8735705034724,100,10000,2250,0
41.7882980415217,200,10000,2250,0
41.9838193345835,300,10000,2250,0
41.8182565667127,400,10000,2250,0
41.583962617971,500,10000,2250,0
41.590900138342,600,10000,2250,0
41.2745119819939,700,10000,2250,0
41.0688486431591,800,10000,2250,0
41.5940252710525,900,10000,2250,0
41.6375458837588,1000,10000,2250,0
42.825829114444,0,11000,2250,0
41.7531649765242,100,11000,2250,0
42.2619628368196,200,11000,2250,0
41.5266374729776,300,11000,2250,0
42.3918116259841,400,11000,2250,0
42.2661332566981,500,11000,2250,0
41.7688426146257,600,11000,2250,0
41.6385915631414,700,11000,2250,0
42.1859714349332,800,11000,2250,0
41.7199318937884,900,11000,2250,0
41.5744665252662,1000,11000,2250,0
42.2777965559055,0,12000,2250,0
42.2205757456118,100,12000,2250,0
42.3256267102786,200,12000,2250,0
41.6321317975761,300,12000,2250,0
41.6283160254722,400,12000,2250,0
42.2253525946436,500,12000,2250,0
41.5638919989905,600,12000,2250,0
42.1533591306586,700,12000,2250,0
41.6662122443046,800,12000,2250,0
41.1744253808072,900,12000,2250,0
41.9622245180085,1000,12000,2250,0
42.5652508715441,0,13000,2250,0
41.5969307211495,100,13000,2250,0
42.439571002188,200,13000,2250,0
42.3149554430426,300,13000,2250,0
41.3368145006563,400,13000,2250,0
42.3653488948602,500,13000,2250,0
41.8309579609532,600,13000,2250,0
41.5919458632647,700,13000,2250,0
42.1569483514443,800,13000,2250,0
41.4123456563085,900,13000,2250,0
40.9645585761516,1000,13000,2250,0
43.1188420381194,0,14000,2250,0
41.7131925865917,100,14000,2250,0
42.3668726218717,200,14000,2250,0
42.0141940264874,300,14000,2250,0
41.9658334117757,400,14000,2250,0
42.0625105662896,500,14000,2250,0
41.9252706009679,600,14000,2250,0
41.8981229093841,700,14000,2250,0
41.3413112763103,800,14000,2250,0
42.0283156070498,900,14000,2250,0
41.8357166212185,1000,14000,2250,0
42.6450902490854,0,15000,2250,0
42.4511900776814,100,15000,2250,0
43.1882134727053,200,15000,2250,0
42.5335623516216,300,15000,2250,0
42.0963704469855,400,15000,2250,0
42.2028656795548,500,15000,2250,0
41.6181047489022,600,15000,2250,0
42.1895174244421,700,15000,2250,0
41.3310916907212,800,15000,2250,0
40.915277670987,900,15000,2250,0
41.3290816207872,1000,15000,2250,0
43.0595710782835,0,16000,2250,0
43.3192873867942,100,16000,2250,0
43.0276791025959,200,16000,2250,0
42.1707573510024,300,16000,2250,0
43.1531838777048,400,16000,2250,0
42.2774818537784,500,16000,2250,0
42.6617189455961,600,16000,2250,0
