PLOT,MODEL,FIA
401,31.2487388484386,196.211797356634
406,17.756708393377,0
413,1.11219424452538,0
420,38.9433063503732,50.1897482849016
425,140.233517344268,149.05078072236
432,0.158916354859171,0
439,0,0
453,117.302790909922,106.80938651784
459,102.006195711877,92.5603215534607
465,203.500177048246,235.510912964784
470,98.9174841875028,83.7938612343318
474,0.328229526754384,0
476,72.4032699176155,232.094010389946
478,108.058397634577,113.465174535479
486,87.4246008872027,84.9772001193849
495,75.2657031848482,103.693781490895
498,0,0
500,0.107739172357627,0
502,0,0
510,90.9782889676948,109.734870284582
513,143.728522827697,82.642587389053
520,139.26942553554,178.3451114954
523,38.1587648199122,14.1372235124616
524,19.2885083750623,7.37920310762988
531,142.037223391449,313.041602310681
535,14.3248417745706,3.45070648617073
541,0.544585168361664,0
550,1.98501617018075,0
552,0,0
553,0.181936199074424,0
558,51.1218662780441,27.9805865843582
562,0,0
563,0,0
565,0.0135914558525509,0
572,159.757015772164,161.954953445463
580,96.9238538239189,43.7641541776576
588,200.453682609747,174.184712055408
592,157.68293931417,172.09358974036
593,19.8711995142524,8.79154335997061
597,87.950654437954,65.114169197345
600,99.9257119223594,43.847744655642
609,0,0
614,131.591233231432,165.983417616827
617,202.661873517195,226.672713967309
619,0.187653529955893,0
621,0.00732144946232438,0
627,63.0347646853943,0
629,204.581113523267,168.5794152585
636,103.611986884576,182.823639627869
638,1.79156120365779,0
639,1.96704769476992,0
640,4.07960822093503,0
651,0,0
658,77.9409393757435,61.2378599887459
662,102.726270493141,122.175795980238
670,0.815063312649727,0
670,0.815063312649727,0
671,89.4043237177269,95.7130924105474
681,84.9107507266094,84.7996265544741
684,80.9953725441012,47.495063640247
685,9.86230522143704,168.956709159206
687,141.802188406823,127.591236490403
688,129.100876425925,114.637784410492
689,111.710253922816,139.432150960226
691,0.724169681373487,0
692,74.4196191916838,146.424184690986
694,2.59125858282984,0
696,38.7016552793998,22.7359982773462
697,118.596174019862,144.658074001183
700,4.142353024208,0
702,58.6698450436204,153.598473366709
703,113.859508711612,0
706,41.370550314764,0
711,8.78610422355505,0
714,1.38072489929156,0.0644854931770581
715,165.605586888526,204.994953266899
727,0,0
729,103.522875500583,67.9457195867461
739,144.308406272561,148.565709313846
750,236.78962569702,223.579186166137
751,64.8645036241013,198.858497033795
752,132.400483912054,140.990488671062
755,35.5169437350087,58.6688663785388
757,194.572287258927,143.103473976029
759,77.1114886641983,81.536847747814
763,245.291789209016,147.863893926486
765,147.697428194352,136.959435021803
769,74.6987604165376,55.3028536148606
772,73.5513618408973,131.241635292825
776,79.7484450736139,63.8612197534117
781,1.28947924809628,36.0280910024696
786,61.1191655659936,19.8612465337641
789,170.674689172575,147.261297951559
791,13.2298484428811,25.2773685063334
794,202.352006925906,164.862572895258
797,0,0
798,94.0223782872021,66.2014406166127
799,154.21231866752,190.377638879815
802,13.7860676807206,6.83898920718858
805,93.100496844342,48.3464297768106
806,4.71510140745247,0
809,183.576882111621,140.893463952302
811,151.343418912784,169.593978098463
814,2.7934090977093,0
825,110.402712089654,149.391583112437
831,0.0913890134262847,0
846,126.868984431445,129.951073709645
860,104.417775657768,117.35225727333
862,2.75451667656684,0
865,29.0755720560699,0
866,0.344580266760255,0
867,105.667554632124,108.778658740587
868,121.018188894815,116.194621866638
873,122.205630692965,112.609771881402
876,123.188404344722,95.895569190787
880,33.579761559231,0
883,2.85024193391411,0
892,0,0
893,100.904505643413,85.3784007454307
900,102.119552281539,147.962477070741
905,0,0
910,0.00239769522090874,0
911,175.413532435765,157.985090888485
914,145.632329211588,110.479817158425
921,120.092567677953,112.66864892468
924,87.0742366807505,49.560308570313
931,179.448830076987,226.784224748451
935,140.218688468204,75.226150765218
936,208.585745920173,197.311551713955
943,0,0
953,0.681286096547833,0
954,56.860739406562,37.4285950751834
965,119.616037427488,110.464089203422
968,0.3969473966574,0
972,89.8662139944308,50.8372908428855
988,0,0
995,28.9446568448518,14.6922855051238
998,143.521800926495,144.476753604397
1006,152.808519787225,225.253125295732
1008,125.840329730216,113.003607522849
1014,138.938418854514,147.239078382996
1016,12.7833388658358,20.1161469525315
1017,1.34966313071036,3.0424197026201
1018,161.74478898065,230.185074401815
1021,153.990279573154,168.268683854674
1023,0,0
1024,142.565215822015,155.322872768835
1029,61.5397619527046,48.6889782061671
1038,154.74494744936,145.657419132672
1049,0,0
1054,143.513709633198,112.636092640627
1057,1.5104131263479,0
1060,14.4310883344137,0
1062,149.91884712181,150.785386237925
1068,26.9342843661967,27.9413971683321
1071,0.466974230127502,0
1081,81.7335679939428,72.650856758047
1082,21.5233868766763,78.7602889261998
1083,122.952756511618,157.782448397828
1089,98.2566683648453,84.7692527041273
1090,43.3233456447169,0
1094,115.118380395781,131.422425054181
1098,109.494926022755,100.103634576208
1105,0,0
1109,0.448076275864266,0
1114,150.437615366926,249.872287873827
1115,36.7555443162265,0
1120,2.65911277422124,0
1121,16.8835843688519,1.15474036287288
1127,120.697888613674,39.2184212656045
1128,132.485223377636,181.083560256892
1129,2.11106121683143,0
1134,159.409974029288,71.7075215215092
1135,4.14281027737881,0
1136,20.8005606210666,197.536458672149
1140,189.106856243321,156.713742194916
1141,,0
1143,78.0686823813861,1.1254107459527
1150,3.61925315856934,0
1150,3.61925315856934,0
1156,80.993510883325,0
1174,60.8153785760073,0
1175,53.9649420166534,34.0613283848858
1180,0,0
1187,140.375579844395,63.7610804504147
1191,0,0
1192,85.0050710056454,165.513523477379
1203,177.857037765855,109.880835120389
1204,31.1065666790216,91.6312171328739
1205,0,0
1229,117.144651049795,146.657921724621
1231,59.0163082977075,75.2292680768192
1240,0.00449186975583487,0
1241,129.845985792395,88.7677610712959
1249,10.1242208480835,0
1250,128.28895523756,56.9411702546393
1252,48.8739855133362,121.552146533292
1256,1.68257212429692,0
1259,6.12429603968363,0
1267,0,0
1273,176.278718398034,181.623378699702
1278,42.570872012827,0
1286,137.85812671104,179.72614399709
1290,146.714124219045,144.686099585529
1291,155.684559974525,119.91548955351
1293,167.975922333725,326.116253058911
1295,7.88578306106931,10.0944439650812
1296,18.9324288277917,0
1297,76.5653824108216,45.1121696630576
1301,92.4778945205526,99.9641576828606
1302,231.844440612876,227.49906623885
1305,108.640066463878,130.200408301803
1306,131.31370363666,184.876823023989
1312,153.897425448095,166.267829503984
1319,87.0552248783995,81.3796578017212
1320,9.38632000054906,0
1324,179.004377840774,164.589911278531
1338,6.58066446421748,0
1339,0,0
1340,0.565485583995617,0
1341,33.1703380262846,0
1344,4.16397223224701,0
1346,106.8189080735,38.845110791069
1357,117.231976937885,143.814151581251
1358,123.062409520544,120.950443287263
1361,75.3309818456817,61.2022313518737
1363,63.6011038790524,102.130827430176
1364,27.8038787817718,14.7303822960475
1367,6.16241484312395,0
1376,1.55162586929815,0
1378,54.5511555869645,182.957958386155
1383,12.0016102634381,29.346690975043
1400,292.716965848081,424.999477712599
1403,5.28338747562301,17.7979201759594
1406,0,0
1415,144.746640257386,160.637016777488
1416,6.10365149976647,0
1418,111.825063287703,143.6692508434
1419,171.499763432674,182.79157778442
1422,0,0
1426,161.831358921882,132.980623525339
1427,6.57318696338409,0
1429,0,0
1430,0.0819982377897578,0
1432,92.1877581389681,226.669136081472
1433,157.864479355887,102.273646781366
1443,0.459567666675199,0
1448,0,0
1458,115.472135697593,62.650595888711
1462,168.493460270402,178.541290984923
1464,103.438300724315,89.8274075731739
1468,66.4297589644043,56.9489650288582
1470,3.02371261321207,0
1472,28.1168801897134,104.616873410362
1475,77.3512224194403,64.2884752104341
1484,0,54.5706608316768
1488,119.073750971245,97.8633655991195
1490,4.3615426718402,0
1491,48.1344859265702,23.7044810179651
1496,0.623703213837082,0
1513,0,0
1514,134.299635682746,153.759830243947
1515,0.582645208208419,0
1523,0,0
1524,3.33943360113409,0
1527,177.467308606393,248.863623485149
1535,33.5810391986354,231.471213417858
1543,211.481736477574,209.891157859799
1545,0.0615846397685168,0
1555,0,0
1559,7.95318394777254,1.20394643678728
1564,192.308523211233,226.736808893865
1566,162.370255964426,118.352676515262
1568,0,0
1572,104.550238829405,52.6641657513912
1574,31.7111306377725,42.4121574561372
1583,118.646860579414,145.329263943143
1587,145.341224963394,172.070226502496
1589,6.02793794781669,0
1592,174.660066326897,91.076496760176
1595,0.963380795357038,0
1599,0,0
1602,25.9179118243665,0
1604,84.9905702116001,153.731259535738
1606,23.4957442106242,17.9032730405639
1615,19.7775985892085,0
1617,71.9288911754605,105.935699169509
1626,0.580863398232919,0
1632,14.3860279654767,0
1637,86.3219638312124,88.258336315417
1637,86.3219638312124,98.8998467768837
1638,164.655905800791,95.088057740353
1641,9.36243404061393,0
1645,120.576027483053,67.6281661804428
1666,0,0
1667,12.3242585359214,20.1100549774252
1682,63.2987605026394,38.5674532972222
1685,0.0489590285939296,0
1690,94.9781040545149,93.7578431962656
1691,36.9693972496838,53.5325716908374
1694,0,0
1700,0,0
1703,29.6780579043903,15.1487955002757
1706,27.7215979576745,77.9766973047864
1707,77.6997259656473,73.7312115474235
1711,84.8273815475159,112.787405135301
1722,173.281704963774,177.434324034478
1730,139.639568630212,186.25494191099
1746,181.808658102151,174.392589967055
1753,180.13511425548,190.47492965932
1754,163.032629995915,98.1373529078514
1765,126.270365132271,104.486745843622
1768,0,0
1774,14.209649417016,0
1781,130.62165348141,138.648322410527
1786,0.135922312106594,0
1792,3.11172861464328,0
1795,74.8832956185955,40.6956109730174
1798,0.00183366437244873,0
1799,143.370974798068,199.530227536784
1800,0,0
1801,0.0110179308107578,0
1806,175.906439264643,153.239189400343
1808,152.657267394092,157.556434829461
1809,104.606242249703,163.031086410608
1810,23.3261380377279,17.4987003666255
1812,0,0
1817,0.56080576272885,0
1820,54.5726052595533,117.589140343575
1826,42.3448069009088,66.5659901893427
1846,180.998266952493,124.939285330485
1850,118.038533522076,118.357152330587
1861,122.69399508072,167.004746537228
1865,0.116724740589571,0
1871,285.289728862008,307.752748814118
1872,218.595268719782,198.308704721679
1880,5.37244152106945,0
1882,2.47392414136783,0
1887,65.5899487939114,39.7388085624093
1889,59.8082626025513,69.1543287300563
1902,0.116922951508203,0
1905,0.336161570099278,0
1908,103.238625856481,76.6674148524705
1910,41.6194005870471,0
1913,134.37536903632,109.908954236514
1915,14.6007886932423,84.2425834438815
1919,131.508404620311,113.619434025419
1938,84.0511265426368,100.871313811347
1948,111.347207848816,163.997280267943
1955,48.3055609585827,39.3491357331503
1984,37.4318409075727,0
1986,4.8730307755052,0
1999,26.5236736675402,0
2000,27.6601063553111,32.1376727810031
2004,148.537289420134,186.098733453025
2005,34.5620635358777,197.215468422265
2015,95.2972136312894,64.6766560278023
2017,0.0654263347387314,0
2021,0,0
2023,158.317126816682,152.557477303515
2026,124.225038479059,55.857617252362
2027,1.79944274165304,0
2033,1.15609317546284,0
2034,0.11524167931445,0
2035,0,0
2036,216.145898298863,190.623760102946
2046,0,0
2049,0,0
2049,0,0
2051,9.28495623184061,13.3581887936511
2055,0,0
2056,4.34687560818007,0
2058,150.618006098563,81.7572385751645
2062,21.5637397122776,15.9912817034797
2066,0,0
2067,59.0035999800921,18.170124577443
2068,99.7182629210876,83.8767500153522
2069,143.632140559012,169.063489416292
2074,57.3457159154021,95.777188400233
2087,0,0
2088,85.5844939014074,113.0145551447
2097,79.263241911749,75.7853534556473
2105,130.045218776827,108.753631915367
2105,130.045218776827,108.753631915367
2109,12.6704502504054,0
2111,125.681524962052,146.538881486894
2114,25.4074189492919,0
2116,134.844204302359,199.819946647448
2117,1.91415523387587,0
2124,0,0
2127,14.5582794726861,2.49946112054933
2135,0,0
2167,21.1455227449708,62.9159499184997
2168,45.99440299246,0
2172,153.302620724742,152.651203807534
2178,168.278962188703,164.10298491301
2179,11.4398737938769,0
2180,0.0284531045075691,0
2185,0,0
2187,0,0
2188,0,0
2192,95.0793799126897,155.723758903273
2197,112.245242209697,61.6466645071117
2198,67.7284281821526,72.2262031476158
2206,174.515424718523,177.029283808768
2207,1.43175423512152,0
2209,1.19917275090405,0
2210,6.14617265502733,0.529191955598491
2220,167.409514132922,222.121725236534
2224,0.504238591608426,0
2257,116.83442849544,215.520931151564
2263,101.484018893758,83.1734391253902
2268,99.3463179809652,129.717124369964
2277,0,0
2278,20.4924142230982,0
2289,168.661406096176,197.488141937377
2305,144.734802931957,0
2309,3.25729320977553,0
2317,158.083894538025,216.524442133532
2320,17.3593080687989,0
2322,0.297484923496469,0
2328,24.5061406876938,23.5287285557067
2332,0,0
2335,4.26612359297775,0
2343,131.176678856867,123.633825967341
2346,113.122638610746,203.899910247492
2350,152.895795107336,107.037483622863
2353,170.324533418521,186.400594618625
2355,216.943565398677,271.617221688328
2356,24.0400165129382,0
2358,0,0
2370,123.637874474684,227.067186755754
2374,186.518490463546,206.605000556203
2378,187.849644001653,162.242696532723
2383,104.436087921165,111.105117231695
2385,18.5499404403553,178.616767282462
2387,60.214695748098,15.2449809024619
2392,112.075507463488,71.090585157418
2395,109.004986235855,113.385467364842
2396,168.135098661702,147.627312308796
2399,206.173842906246,190.759752687204
2400,106.969939707905,100.016609369145
2403,112.186930027801,93.6021154436358
2407,20.8108938894402,0
2414,209.061558198767,209.902917096738
2416,48.010391016231,0
2424,142.598346709737,187.396193808303
2429,131.536124367393,102.258985123459
2433,1.66774348708071,0
2437,135.333241899574,119.752798728715
2443,122.385208647411,181.438259631537
2455,103.495414450274,74.7729037629158
2466,154.635007708299,188.574648156342
2473,108.720617398344,95.9550093950168
2483,48.5464352441259,61.0326058460288
2486,199.532307426862,264.753598371572
2501,0,0
2502,8.80273559964761,2.53917508337596
2509,0,0
2510,142.423684119499,195.457238218528
2514,106.068820390006,92.9988943852597
2515,0.226643784896264,0
2517,98.4518734156393,71.1503699653949
2520,129.938720117077,84.1100373993345
2527,156.562524564489,105.204498600371
2540,68.0722094231501,146.314571299666
2544,173.887335615994,239.063050956653
2555,3.19688136833028,0
2560,0,0
2562,61.6645579206801,206.208136156555
2570,6.88932178976572,0
2571,196.278694285389,171.724461285835
2573,15.8341519583336,29.4437054251544
2576,17.5593076910505,189.462364349426
2578,17.5334053657268,32.066725051003
2580,,0
2584,36.2362895410086,25.9091824159902
2593,50.5255563885733,63.1941807491188
2594,100.511833495063,80.6815623703797
2610,71.1700424392648,125.210811444103
2616,74.4280819631868,172.806160182142
2625,0.407338284843847,0
2627,0.00262257840389707,0
2633,0,0
2636,143.260704422507,163.104630944258
2648,0.243036127773105,0
2656,152.799704787071,191.613530268021
2659,83.4474432530204,68.3996384199175
2667,113.349759964916,86.7081383644615
2671,0,0
2683,9.50779171414139,0
2687,151.42008322842,127.641695684998
2689,54.0197597442159,73.5875259355801
2702,108.084354006216,217.96422535829
2706,98.4029541309564,159.726532008495
2719,0.0680104074299466,0
2724,0,0
2735,118.485582453088,85.7603538394318
2740,88.7749049186495,36.7570616731313
2748,112.308605872721,75.5558121252565
2753,126.205233411108,152.910554064217
2757,0.221396348258439,0
2782,11.3175401310433,0.795255192157534
2784,143.51704117035,94.2064250105326
2786,134.775729060446,165.85558661923
2797,127.857659480938,179.032543855691
2801,99.3729964730144,119.95321282713
2802,75.1674803520716,106.432578985082
2809,130.997841153907,133.697343970624
2816,110.068351351443,80.8226965019242
2817,35.3945249670775,37.8232663955403
2821,0.113315358931755,0
2824,1.24394200356956,0
2829,55.7880456490804,31.3449444515947
2848,98.6497771260889,210.840232828122
2850,58.9636360432986,91.6188019201999
2857,125.948084024808,145.843135748866
2863,213.50471157334,227.478311323099
2871,7.04675407342777,0
2874,0.729699151632971,0
2875,124.232887463511,152.189401903709
2876,0,0
2879,111.463866195079,129.349756252259
2883,1.30609012518918,0
2890,105.287986590471,85.4079066455782
2899,29.3917711066191,97.8190320309831
2907,75.3308902242607,59.6603161472857
2919,0.313483560872077,0
2926,15.9311237249752,75.9560217180116
2940,151.835986604824,111.497844566741
2947,0,0
2950,254.444364920634,295.611039281621
2954,133.45150786839,73.3713401140932
2958,0.744191593402872,0
2960,26.0555072525753,0
2961,0,0
2970,0.681710761523565,0
2981,142.342939209928,173.545039131596
2985,0,0
2989,78.4835238190185,162.080230254285
3004,212.236510391564,264.495226094029
3008,0,0
3010,154.228993691317,121.59918272962
3012,30.8204720243743,0
3017,0.71369968162341,0
3018,140.591098203452,114.197889776337
3020,171.19983973401,123.31818495409
3036,79.7669464764732,33.4366453774318
3042,32.0457903012021,45.4906336300653
3046,0,0
3047,22.1733064804784,0
3057,16.9967673282164,0
3060,39.337502268913,27.148020183227
3062,60.9712770153985,130.938634263256
3067,67.834566121855,39.7885223963624
3075,150.015092400326,160.731703881773
3076,154.870115328122,171.36347237534
3081,131.143237848507,136.640607039643
3088,0.801183384521023,0
3094,93.387180879418,90.1282813923875
3095,75.8914124573972,253.019890998237
3122,0,0
3124,66.8304821571944,44.5746807576643
3125,14.7541338381837,56.9827776326791
3141,44.0191271732574,28.0233018387028
3148,2.94787404866087,0
3150,7.19256698183841,9.45305354047373
3151,110.246353919451,204.419658654271
3154,116.35837190598,0
3154,116.35837190598,0
3155,0.136860474649127,0
3155,0.136860474649127,0
3159,0,0
3163,114.805107866874,113.802362041267
3171,31.9091211402778,48.3503506826548
3175,0,0
3176,12.9641603831577,52.1413543313836
3177,164.894610107362,167.432766265439
3178,130.254336929908,128.011021749733
3181,92.6989472766079,37.0876918303031
3187,107.662861850558,54.4200641609466
3191,8.60679917382561,4.35221303504544
3197,110.111737454504,44.0197959244806
3198,188.671425805197,182.396998890891
3209,65.2591041067149,46.2870253523895
3220,0,0
3226,127.957551529108,125.9967161933
3231,146.62345933304,160.361895145759
3235,3.82165723303712,0
3240,24.2135593818275,3.92300337577812
3246,60.4200333868565,29.4248867488213
3249,119.702595211193,98.0690301729868
3250,102.90343897106,75.3036880459029
3255,0,0
3261,0,0
3264,132.093016036614,85.4738970538295
3276,0,0
3277,149.389357956547,0
3279,0,0
3283,63.0368643551905,57.4973609869274
3288,33.691680904217,64.4166446012522
3289,81.4564314280284,84.1900881807096
3291,0.513475404097703,0
3298,158.807849361328,156.963479629722
3301,1.25620897442789,0
3303,141.233529490007,170.094820168945
3304,0.409531367311087,0
3307,182.522412312732,187.180298435159
3311,4.97811728384381,39.301134137282
3314,54.2874362414016,66.1373035127613
3315,83.2335601490982,90.452349697372
3319,26.6875437781534,9.13269198054463
3321,29.5596154379153,126.338734675637
3322,0,0
3323,2.15974224718821,0
3327,159.095730130324,176.388057341894
3331,17.2198798569159,18.0536292356046
3335,142.404300821939,162.186486972965
3342,142.94308702184,96.6097489778916
3347,132.679424538535,0
3352,0,0
3353,169.511172638418,216.274550019201
3356,141.923778694925,120.399345673005
3362,81.6881594041976,76.6884448955
3370,15.1079521753634,80.6226485953808
3381,64.1679547327849,18.1091611256033
3382,0,0
3383,179.170149573546,165.683163334406
3384,0,0
3388,0,0
3389,110.39537440652,128.893754532715
3400,135.535943673518,262.077306509544
3408,0,0
3416,96.8520432211884,103.941039574393
3417,0.022617140924817,0
3418,115.35891679268,142.518532706924
3419,1.35844492782418,0.109748464405536
3432,174.569758193695,171.362085129743
3433,0,0
3436,7.61016317577106e-05,0
3453,17.6616873289465,55.8965588240945
3456,147.751082324157,138.588141577187
3462,25.7017027808861,54.7468383961892
3465,108.407955578755,110.136514918771
3468,217.237919827203,209.485726305727
3472,1.3371391825142,0
3477,0.266851678418482,0
3478,0,0
3479,102.710716567684,150.538604333481
3480,146.975479645135,193.830648126671
3484,0.555727314375857,0
3492,6.48204143284959,99.2767523513194
3495,107.272711642051,80.2811146615174
3502,0,43.8521933784894
3513,0,0
3515,15.949396313062,0
3517,102.411419678818,160.09982827061
3519,101.03928713696,75.7773236517937
3520,0,0
3524,0,0
3527,119.312441250654,101.3649130962
3539,2.53576297238147,0
3542,57.816335369817,69.1029000395436
3547,161.242624197547,106.601349492735
3550,178.802402736456,312.047730845093
3551,0,0
3553,167.775468727611,157.024364035229
3556,1.26594560239704,0
3558,0,73.0520293177175
3560,0,0
3564,23.9348299837211,56.8671948257771
3567,104.552613740521,81.2533524588228
3583,35.9945848065,140.201692582359
3601,23.7520959140726,0
3602,0.0971318852180077,0
3603,118.801773840087,87.1760783410125
3606,126.267474285429,173.238056157582
3607,37.7401567857917,22.2909881672988
3608,0,0
3614,234.914057691507,175.364514359715
3617,80.3924088581573,75.7965498419197
3625,133.253378807759,119.561451161662
3634,115.328099322202,108.540283741644
3634,115.328099322202,108.540283741644
3636,74.2267046972255,109.535394135439
3640,92.6022912169006,117.18918356983
3643,144.046795027278,118.605500015029
3647,144.352877894613,205.185730396261
3648,96.3696222614043,58.8932402879831
3654,119.171972713097,127.892091314978
3658,37.9960683659876,35.5567303060012
3660,164.369762353439,109.155718892886
3662,39.2980172730437,55.4428204448232
3670,98.4447774748359,80.0993627854062
3671,7.32091546547865,21.5659152407996
3684,12.4507117852698,64.9947333508597
3686,30.4169011160553,24.5218585143276
3690,21.2882776433654,47.5269385656453
3696,132.691143116299,121.352961428844
3698,55.6608790110873,117.719836416592
3699,183.328611154261,224.13947160971
3700,10.6455061736968,0
3701,0.524507757268298,0
3703,2.18543917355479,0
3711,133.047254066981,200.300496267807
3712,164.943129255001,173.435090318149
3715,143.271433133039,101.608040547898
3716,58.5545238013937,48.9610859020867
3723,73.0218131719355,35.8226194061161
3724,223.603913340517,348.343907787877
3733,88.6826286293649,108.419202264527
3737,143.662758152515,136.589995015993
3738,9.74991287467681,0
3739,210.982487343792,179.792691918522
3740,4.49406035377215,5.76624654724608
3742,91.3410973085284,86.633655089927
3743,57.7418342868327,41.899299008837
3746,240.903158443131,242.100258479335
3756,157.464487839195,151.106424625892
3760,0,0
3766,80.9086355206055,21.9924823611181
3776,1.71769773989937,0
3780,91.3709875010936,126.924823101156
3782,126.500253731861,97.1327675693966
3784,135.007151923498,142.637166448119
3789,89.437817679316,67.9232651804693
3791,0,0
3793,167.418704685515,260.475317936044
3796,0.254893352765959,0
3807,140.121669764449,116.26495658766
3809,122.416529191035,176.938739501976
3812,155.924432299611,149.901315536857
3817,128.209831019797,136.720394648401
3831,0,0
3833,,40.0620068073179
3834,142.222650566969,169.647233695346
3849,196.14781344518,143.900276636849
3851,134.592074166946,164.116362980884
3861,211.707710250503,167.124113557045
3869,3.47941453466971,0
3873,122.799239577084,121.477109508382
3875,0.447758167982101,0
3882,0,0
3887,131.916044568888,95.7282550635964
3898,2.96464536319888,9.03115023920867
3912,36.1700995235365,179.652047490428
3918,0,0
3923,13.8773924587892,48.4039564433686
3933,0.171064797835938,0
3946,194.779859455982,246.875275634899
3948,0,0
3962,172.426856447055,188.614250292435
3967,120.112527669375,107.803228401602
3969,147.452817945683,182.525708685347
3970,151.305225121459,199.899087792293
3979,0,0
3981,149.979549725011,139.325458705929
3982,0,0
3986,74.7344139180883,73.2167154036114
3998,34.0306826555418,119.213188810067
4012,71.7593564825045,83.3846635067801
4013,192.376161958247,253.807817318712
4017,0,0
4022,195.343041064661,224.818152202343
4036,0,0
4038,101.68012046819,79.9242861704142
4039,121.795871172165,155.891473668672
4045,1.42640381000166,0
4049,77.6697895390276,54.6910388243162
4050,0.378751425338833,0
4053,89.8384953763808,99.3504097069611
4055,160.804832341245,64.5386790806584
4056,5.87440922145954,2.98680424241755
4059,121.220199456066,137.241338736635
4061,11.3751040730622,0
4063,6.97043113753475,0
4064,0,0
4066,130.921803938127,92.5420121096086
4072,130.573396176436,291.087351180474
4076,18.3553274178107,19.5177689412567
4077,0.111626820228432,0
4079,30.2954089888871,26.5617968238022
4087,193.619018725902,224.416356355731
4091,112.154472044579,106.187879805124
4099,26.4000818707498,52.8246835244699
4106,114.567216355311,122.477937476501
4109,0,0
4122,121.575876524449,167.447238766164
4123,100.365337113278,213.823211176914
4124,25.1979913294893,20.9328454037286
4126,32.9106640702452,0
4140,73.0089495917161,85.5072767622861
4145,168.421488769233,126.828584935674
4152,3.09159694272674,0
4159,78.4651669366568,128.415211621413
4162,4.94272276961952,1.67214677652402
4164,154.417336402756,96.6266473722458
4172,4.24205863867609,0
4176,1.00849362712684,0
4183,0,0
4184,102.078486454911,80.8973458461245
4195,143.143349338075,251.548911248584
4198,144.799527284704,188.420006809615
4199,0,12.3357533606276
4200,76.704272565018,77.1762115505288
4207,0,0
4219,210.460053741477,252.900074644674
4222,14.2945448539641,93.7608710104408
4224,209.240462639273,183.670125604177
4228,73.3489445932219,96.2913068740875
4230,62.6833466603838,24.9982684056778
4231,62.0715339884902,44.6355013556752
4236,177.410099270359,203.126620854277
4236,177.410099270359,203.126620854277
4238,2.58686067696989,0
4239,102.320556539428,55.8830341782924
4241,115.159292791952,155.06690910652
4242,152.958878155718,140.225388984685
4243,140.783351419111,165.607577532617
4246,130.533981843772,128.546607534179
4268,38.7691309341243,154.193239819948
4275,112.615992980973,92.938996298054
4276,3.52304438095682,0
4284,121.198899704138,58.6545503718333
4289,171.508300351027,153.660628933969
4291,0.00185927095984402,0
4294,75.42991610695,99.7328573369644
4314,116.462836194735,122.142585450083
4315,192.840021297561,146.401083404835
4316,10.3056137777198,0
4322,5.79453396153014,0
4328,188.434387065596,149.058873061412
4331,0.024906450428458,0
4338,134.101244034757,106.750026321956
4343,5.96438735667128,0
4347,139.287281986605,130.391116779394
4352,129.42452381472,69.9862315858382
4371,119.118212082749,185.408080656363
4374,80.7976565574915,113.296350903817
4375,130.430614629413,90.3308754181982
4386,14.6350488097175,72.36907943393
4387,28.521570279813,0
4388,9.64283688294125,0
4390,197.491648238569,227.8626205745
4392,192.541151592074,119.338635933201
4394,93.9940663683687,144.237242497674
